GTDB	MICROBE	MICR_NT_PLUS_COMPL_EUK	INVERTEBRATE	PLANT	VERTEBRATE_OTHER	VERTEBRATE_MAMMALIAN	NT	COMBINED
@NW_023425562.1:-:67956508:67956542:34b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:-:39469246:39469294:48b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:46760287:46760325:38b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:+:41237884:41237923:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:42496350:42496383:33b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:71817527:71817578:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:+:2450407:2450457:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:123831977:123832021:44b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:82770178:82770216:38b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425584.1:-:8274100:8274150:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:-:167229077:167229108:31b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425520.1:-:4470765:4470804:39b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425449.1:+:1913740:1913770:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425405.1:-:35386009:35386042:33b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425548.1:+:1520494:1520530:36b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:+:25603591:25603623:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425539.1:+:959667:959709:42b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:68018052:68018085:33b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425562.1:-:54433835:54433884:49b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425540.1:+:31827617:31827653:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:164543576:164543608:32b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425529.1:+:186908969:186909002:33b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425416.1:+:37583668:37583710:42b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425551.1:-:71837419:71837470:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:42888868:42888911:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:189059801:189059855:54b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425546.1:+:97792:97828:36b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425460.1:+:43535743:43535804:61b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:+:125819621:125819672:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:43176417:43176450:33b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:184538728:184538776:48b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:33781969:33782021:52b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425416.1:-:26676948:26676992:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425521.1:-:5832673:5832726:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:-:47348322:47348373:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425520.1:-:9754922:9754964:42b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425516.1:+:6929868:6929906:38b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:21569614:21569644:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425529.1:+:32513253:32513313:60b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425427.1:-:49906278:49906322:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425460.1:+:18174047:18174082:35b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425584.1:+:52513739:52513798:59b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:57208180:57208227:47b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425535.1:+:4908028:4908059:31b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425525.1:+:8619533:8619575:42b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425533.1:+:2301390:2301439:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:117240298:117240344:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425584.1:+:58871037:58871082:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:63930415:63930455:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:-:53659616:53659649:33b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:-:159067641:159067708:67b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425427.1:-:15765469:15765504:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:+:8664827:8664873:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425504.1:-:12053838:12053894:56b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:37715956:37716017:61b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:44248041:44248082:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:23065158:23065207:49b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425520.1:-:4651425:4651474:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:136914214:136914259:45b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425416.1:+:20452807:20452850:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425521.1:+:8010223:8010290:67b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:10066358:10066409:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:10233748:10233783:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:143062172:143062208:36b13-2/1	0	0	0	0	0	1	1	1	1
@NW_023425416.1:+:23735014:23735106:92b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425438.1:+:2534873:2534905:32b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:+:94251847:94251879:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:17799014:17799061:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:-:18158973:18159037:64b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:+:15144399:15144440:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:183757029:183757069:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:88503111:88503146:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:+:2215569:2215605:36b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:+:116853870:116853906:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:94591140:94591192:52b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425573.1:-:51337628:51337667:39b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425595.1:+:60728301:60728343:42b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:12036175:12036218:43b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425529.1:-:16189710:16189757:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:42775802:42775839:37b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425530.1:+:1143445:1143491:46b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425573.1:+:66670801:66670851:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425449.1:+:16255104:16255145:41b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425573.1:-:3444676:3444715:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:39929494:39929524:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425540.1:-:40726090:40726136:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425460.1:-:10604792:10604841:49b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:120681219:120681269:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:-:42637774:42637824:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425569.1:-:419323:419367:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:6610338:6610377:39b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425573.1:+:71505899:71505931:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425504.1:+:621167:621212:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:189935653:189935704:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425482.1:+:28164656:28164690:34b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425504.1:+:18625295:18625329:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:42695199:42695248:49b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425584.1:+:65723188:65723244:56b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:62867878:62867912:34b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:+:174072240:174072290:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:48946084:48946148:64b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425468.1:-:147055:147096:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425427.1:-:16182328:16182381:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425551.1:-:34976503:34976543:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425520.1:-:14026638:14026700:62b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425531.1:-:2865745:2865785:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:22796209:22796262:53b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:73613264:73613317:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:-:50999799:50999840:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:10491525:10491596:71b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425417.1:+:340797:340845:48b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:-:2070737:2070776:39b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425551.1:-:12854097:12854155:58b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:72340168:72340215:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425533.1:-:2452124:2452174:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:23904492:23904523:31b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425525.1:-:1587114:1587147:33b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425595.1:-:30091214:30091252:38b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425584.1:+:27358789:27358833:44b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:67683592:67683629:37b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:7019453:7019487:34b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425504.1:+:15904502:15904541:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:130700534:130700573:39b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425534.1:-:3232432:3232483:51b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:+:58311945:58312014:69b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:14314871:14314929:58b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425482.1:+:10140229:10140265:36b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425595.1:+:47339410:47339446:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:11722739:11722784:45b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:143392705:143392743:38b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:52634327:52634366:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:80026887:80026938:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:87744485:87744566:81b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425602.1:-:630878:630923:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425438.1:-:18309490:18309568:78b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425540.1:-:83290374:83290405:31b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:22815454:22815486:32b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:-:144242468:144242517:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:-:44925269:44925324:55b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:10317330:10317367:37b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425551.1:+:3639410:3639454:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425540.1:-:44827523:44827553:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425471.1:-:15438163:15438207:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:+:33559197:33559254:57b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:147558464:147558517:53b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:31993797:31993837:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:141364410:141364446:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:18924221:18924259:38b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:-:47287357:47287409:52b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425404.1:+:101787564:101787624:60b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:-:34648865:34648895:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:+:16003442:16003472:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425541.1:-:4232834:4232866:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:24059231:24059270:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:181606423:181606459:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425545.1:+:1343984:1344044:60b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425532.1:-:2828605:2828651:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:6910618:6910661:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:94950378:94950435:57b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425595.1:+:34969440:34969490:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425504.1:-:18972918:18972963:45b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:39885099:39885140:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:+:55491722:55491770:48b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:3573125:3573176:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:13186765:13186817:52b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:194432345:194432376:31b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:-:36412375:36412419:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425438.1:+:48391774:48391822:48b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:77494815:77494851:36b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425573.1:+:34534112:34534158:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425553.1:+:882236:882267:31b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:45881381:45881432:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:-:7026075:7026140:65b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:52426048:52426086:38b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:7379546:7379597:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425570.1:-:1019271:1019310:39b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425504.1:-:22230319:22230370:51b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425405.1:-:14771305:14771358:53b13-2/1	0	0	1	0	0	0	1	1	1
@NW_023425562.1:+:3366126:3366169:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:+:64729309:64729341:32b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:+:188125063:188125100:37b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:153409440:153409491:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:-:7002456:7002505:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425493.1:+:21324115:21324145:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425573.1:-:18285386:18285439:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425471.1:-:29037362:29037397:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:163010841:163010877:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:73424726:73424787:61b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:164772638:164772671:33b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:+:68887813:68887854:41b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425532.1:-:3808753:3808794:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425416.1:+:47222381:47222429:48b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425427.1:+:27821267:27821317:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425427.1:-:15259673:15259713:40b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425584.1:-:8673229:8673261:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425532.1:+:4259833:4259882:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:146129529:146129569:40b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425542.1:-:2369691:2369738:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:-:27244173:27244206:33b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:43308793:43308825:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:-:17248849:17248901:52b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425404.1:-:167258634:167258704:70b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:39074097:39074138:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:51761971:51762028:57b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:25397165:25397220:55b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:77953902:77953944:42b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425595.1:-:31501802:31501837:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425534.1:-:4964430:4964464:34b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:+:115710375:115710409:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:77067559:77067589:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425540.1:+:36773194:36773268:74b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:84728604:84728696:92b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:49437844:49437879:35b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425576.1:-:991760:991808:48b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:130395226:130395284:58b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425595.1:-:43178617:43178664:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:-:75196294:75196340:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:154008068:154008118:50b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425584.1:-:34604034:34604078:44b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425416.1:+:3462930:3462986:56b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425521.1:-:1420297:1420368:71b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425535.1:-:2693083:2693132:49b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:-:80511444:80511484:40b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:94793357:94793402:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425405.1:-:13176186:13176231:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425405.1:+:15449803:15449870:67b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:101449369:101449421:52b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:+:2514920:2514989:69b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425521.1:-:13043666:13043716:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425504.1:-:13540712:13540750:38b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425542.1:+:1115679:1115720:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425520.1:+:4773841:4773878:37b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425584.1:+:15982862:15982898:36b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:112109893:112109944:51b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:-:51755272:51755314:42b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:184088667:184088727:60b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:76386084:76386130:46b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425515.1:+:57174446:57174478:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425482.1:+:30461981:30462024:43b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425493.1:-:10568552:10568620:68b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425540.1:+:88842483:88842524:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425531.1:+:5689076:5689150:74b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425528.1:-:1660333:1660370:37b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:-:37612143:37612190:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425516.1:-:12950399:12950446:47b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:75500164:75500242:78b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:131698370:131698404:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:128651804:128651861:57b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425543.1:+:2150360:2150403:43b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425416.1:-:36736848:36736878:30b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425504.1:+:23491955:23492000:45b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:-:128560969:128561032:63b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425516.1:+:13428690:13428742:52b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425529.1:-:95782889:95782939:50b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425539.1:+:298673:298705:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:+:41650787:41650821:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:-:642067:642120:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425440.1:-:32465:32519:54b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:142857007:142857052:45b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425449.1:-:43256575:43256611:36b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425438.1:-:47375590:47375641:51b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425404.1:+:24767088:24767134:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:2217902:2217951:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:+:41872475:41872507:32b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425427.1:-:44977446:44977480:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:+:139237367:139237434:67b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:+:65130738:65130782:44b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:108411096:108411134:38b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425562.1:+:56219845:56219888:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:468909:468958:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:81537653:81537697:44b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:55835833:55835878:45b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:+:25588050:25588091:41b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:-:50847429:50847490:61b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425414.1:+:85408:85443:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425449.1:+:22687707:22687753:46b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425405.1:+:10525105:10525141:36b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425515.1:+:106758553:106758587:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:+:80041328:80041361:33b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425438.1:+:33617281:33617331:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425580.1:+:441549:441599:50b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425534.1:-:1040171:1040221:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425551.1:-:56386919:56386964:45b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425404.1:-:156093485:156093541:56b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425540.1:+:10121810:10121842:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:-:51854002:51854043:41b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425562.1:+:56036514:56036556:42b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425589.1:+:716245:716294:49b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425529.1:-:2460560:2460594:34b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425593.1:-:141507:141543:36b13-2/1	0	0	0	0	0	0	0	0	0
@NW_023425460.1:+:13730411:13730450:39b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425427.1:+:245194:245247:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425578.1:+:667404:667447:43b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425584.1:-:28167167:28167220:53b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425554.1:-:1231644:1231676:32b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425429.1:-:28880:28951:71b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425482.1:-:8181579:8181625:46b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425573.1:-:35324382:35324421:39b13-2/1	0	0	0	0	0	0	1	1	1
@NW_023425471.1:+:36815540:36815575:35b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425515.1:-:97339768:97339829:61b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425471.1:-:29723211:29723261:50b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425573.1:+:74651866:74651897:31b13-2/1	0	0	0	0	0	0	1	0	1
@NW_023425544.1:-:3276947:3277002:55b13-2/1	0	0	0	0	0	0	1	1	1
