GTDB	MICROBE	MICR_NT_PLUS_COMPL_EUK	INVERTEBRATE	PLANT	VERTEBRATE_OTHER	VERTEBRATE_MAMMALIAN	NT	COMBINED
@NC_037303.1:+:2198286:2198330:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:+:8069649:8069699:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037301.1:-:6866277:6866312:35b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037300.1:+:6320070:6320109:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:+:7389138:7389188:50b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037290.1:-:16417164:16417221:57b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167960.1:+:66705:66743:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:-:11122274:11122334:60b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:+:589231:589275:44b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037292.1:+:3351888:3351937:49b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:-:10320641:10320692:51b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:+:16308516:16308546:30b4-2/1	0	0	0	0	0	0	0	0	0
@NW_020167997.1:+:44379:44409:30b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037303.1:+:12604488:12604550:62b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:21039565:21039596:31b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:+:12872291:12872333:42b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:+:20729565:20729612:47b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:8072816:8072849:33b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037298.1:+:17976720:17976759:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037298.1:+:8067817:8067852:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:+:15022938:15022971:33b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:934695:934748:53b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167910.1:-:19649:19696:47b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037289.1:-:10096887:10096923:36b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:-:6408057:6408107:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:+:14747370:14747420:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037297.1:+:3937206:3937253:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:-:18368225:18368298:73b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:+:1534386:1534431:45b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037287.1:-:21663566:21663617:51b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167871.1:-:867244:867277:33b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037291.1:+:15594165:15594226:61b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:-:13118757:13118802:45b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037293.1:+:12442759:12442807:48b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:-:3059515:3059552:37b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037289.1:-:14808283:14808320:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:2417457:2417496:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:+:3307169:3307217:48b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037303.1:+:1853075:1853147:72b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167881.1:+:436684:436725:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:+:5187290:5187333:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:15561694:15561746:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037296.1:-:9032185:9032222:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:+:16915170:16915217:47b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167907.1:-:23779:23831:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:15427040:15427089:49b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:+:5953690:5953741:51b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:+:14872820:14872851:31b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:-:21291985:21292032:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:+:13192738:13192783:45b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037290.1:+:8489749:8489789:40b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:-:19522189:19522223:34b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037294.1:+:15036344:15036398:54b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:15696671:15696706:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:-:7127900:7127939:39b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037295.1:-:6388453:6388513:60b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:3329214:3329252:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:-:21947417:21947455:38b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037301.1:+:11856368:11856430:62b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:8895507:8895573:66b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:-:24603318:24603354:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:+:15992586:15992628:42b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037298.1:-:2336152:2336196:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037287.1:+:6217363:6217426:63b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:+:12451978:12452017:39b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167998.1:-:59756:59792:36b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167871.1:-:507489:507542:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:15442631:15442672:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:45527538:45527584:46b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037285.1:+:6116194:6116239:45b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037297.1:-:14093073:14093128:55b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:20772745:20772789:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037299.1:+:10250865:10250925:60b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:-:14042896:14042928:32b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:+:1060944:1060996:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:-:40234323:40234395:72b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:+:13496468:13496502:34b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:13227732:13227772:40b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:+:4263550:4263623:73b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:+:10960170:10960223:53b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:+:15125481:15125522:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037301.1:-:10718078:10718124:46b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037294.1:+:2605905:2605950:45b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:+:27108046:27108077:31b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037302.1:-:6907571:6907605:34b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:-:13376736:13376767:31b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:15754753:15754803:50b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:+:1503109:1503159:50b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:+:11305687:11305731:44b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037300.1:-:6167538:6167568:30b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037285.1:-:27233569:27233625:56b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037293.1:+:2909341:2909384:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037301.1:-:12757562:12757602:40b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037294.1:+:8094255:8094299:44b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:6760572:6760607:35b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:-:14624557:14624606:49b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037287.1:+:4014240:4014280:40b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:-:10171864:10171905:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:-:9003024:9003080:56b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:25421088:25421134:46b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037302.1:+:9667834:9667875:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:-:30809740:30809781:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:+:17734651:17734690:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037291.1:-:11194743:11194797:54b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:-:7634351:7634385:34b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037301.1:-:11200724:11200770:46b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037288.1:+:2406002:2406034:32b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:46342712:46342780:68b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:-:15265690:15265721:31b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:+:6261394:6261433:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037303.1:-:11623650:11623685:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037296.1:+:6514281:6514333:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037301.1:-:11264818:11264849:31b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037303.1:-:3325702:3325750:48b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:67693:67755:62b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:+:10196452:10196504:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037296.1:+:3169425:3169472:47b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020168104.1:+:4303:4338:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:-:22828510:22828545:35b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:+:12617532:12617578:46b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:19951202:19951252:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:6632066:6632101:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:47599656:47599686:30b4-2/1	0	0	0	0	0	0	0	0	0
@NW_020167984.1:+:56066:56101:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037291.1:-:9197931:9197979:48b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037287.1:+:15209427:15209500:73b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037293.1:+:7913864:7913901:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:997453:997509:56b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167979.1:-:74885:74921:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:+:13691673:13691710:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:11350289:11350337:48b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037292.1:-:10855866:10855908:42b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:-:13277517:13277555:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:-:15769703:15769750:47b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037293.1:-:5575889:5575925:36b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037303.1:-:1313913:1313947:34b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037298.1:-:10351657:10351694:37b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:+:25223313:25223367:54b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037302.1:+:12155987:12156047:60b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037299.1:+:7424661:7424692:31b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037293.1:-:12265676:12265713:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037294.1:+:131651:131709:58b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:+:22470625:22470662:37b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037301.1:+:9577087:9577122:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037301.1:+:10970250:10970288:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037297.1:+:8705589:8705654:65b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:11626752:11626788:36b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020168133.1:-:4337:4384:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:-:18755681:18755723:42b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037285.1:+:23166240:23166293:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037287.1:+:15460267:15460329:62b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:-:28840125:28840194:69b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:556186:556222:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:-:46089617:46089656:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:-:38243122:38243154:32b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037285.1:-:35953741:35953779:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:-:10209319:10209376:57b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037294.1:-:6533507:6533548:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:+:5812274:5812319:45b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:294709:294751:42b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:9845633:9845674:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:-:4704473:4704512:39b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:44547459:44547507:48b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037291.1:+:15044743:15044787:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:-:11391273:11391325:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037292.1:-:17008021:17008076:55b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:+:21556896:21556955:59b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037293.1:+:8941586:8941617:31b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037293.1:+:3499587:3499640:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:24532586:24532642:56b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037294.1:-:13989288:13989341:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037300.1:+:9115501:9115539:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:39337318:39337417:99b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:8176898:8176931:33b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167881.1:+:219924:219970:46b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037293.1:-:5819300:5819350:50b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:+:2105722:2105757:35b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:8265422:8265458:36b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167972.1:-:17277:17344:67b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:21009358:21009397:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037300.1:+:13645515:13645562:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:-:19057290:19057330:40b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020168008.1:-:3008:3056:48b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020167939.1:-:132055:132097:42b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:-:15068724:15068758:34b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037292.1:+:2144394:2144441:47b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:+:2504909:2504953:44b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037286.1:-:15597706:15597739:33b4-2/1	0	0	0	0	1	0	0	0	0
@NW_020167895.1:+:57665:57708:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037300.1:+:12333526:12333571:45b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167972.1:-:70077:70116:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:-:18631099:18631148:49b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:+:8512479:8512522:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:-:15356851:15356907:56b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:18753002:18753039:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:-:12757217:12757254:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037293.1:-:11182943:11182995:52b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020168110.1:-:13610:13650:40b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037285.1:-:41482239:41482271:32b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:-:2367074:2367112:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:-:3885755:3885800:45b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:+:11536:11579:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:-:39403877:39403915:38b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:16477395:16477436:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:-:293939:293971:32b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:15309077:15309118:41b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037301.1:-:13507208:13507249:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:+:5527266:5527296:30b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037293.1:+:9897686:9897745:59b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037298.1:-:14860444:14860508:64b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:69475:69532:57b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037289.1:+:1544418:1544484:66b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:+:9589056:9589091:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:+:3361988:3362024:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037291.1:-:14150347:14150398:51b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:10003780:10003833:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:-:16190926:16190969:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037287.1:-:10886337:10886387:50b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:379747:379783:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037299.1:-:5207414:5207468:54b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:+:26675150:26675190:40b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167890.1:+:40386:40446:60b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:21418447:21418502:55b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:-:5483780:5483848:68b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037288.1:+:3516755:3516808:53b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:16185086:16185133:47b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037299.1:+:12849587:12849649:62b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:21647053:21647096:43b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:+:13859447:13859494:47b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167879.1:-:343151:343213:62b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020169051.1:+:6952:6995:43b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020168225.1:+:1289:1323:34b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037296.1:-:10622357:10622411:54b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167909.1:+:173157:173204:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:4863881:4863913:32b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037299.1:-:10384514:10384565:51b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020168023.1:-:27933:27972:39b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037285.1:-:19794694:19794737:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:43541560:43541604:44b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037292.1:-:5593321:5593366:45b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:+:12734333:12734383:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:+:11985384:11985433:49b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:20603716:20603760:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037291.1:+:12924540:12924578:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:-:3297775:3297812:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:+:11814689:11814722:33b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167979.1:+:53066:53118:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037287.1:-:590356:590408:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037300.1:-:8369104:8369144:40b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:+:11072260:11072297:37b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037294.1:+:11245236:11245270:34b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037289.1:-:20777832:20777869:37b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037303.1:+:7745175:7745232:57b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037285.1:-:21398762:21398798:36b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037291.1:-:3341562:3341597:35b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020168080.1:+:12556:12623:67b4-2/1	0	0	0	0	1	1	0	1	1
@NW_020167921.1:+:32934:32973:39b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037293.1:+:12871773:12871823:50b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037294.1:-:14438619:14438680:61b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037297.1:-:767583:767636:53b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037299.1:-:1042498:1042550:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037299.1:+:6247915:6247961:46b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037286.1:+:85449:85503:54b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037302.1:+:16541892:16541938:46b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037302.1:-:9219280:9219325:45b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037286.1:-:5719586:5719618:32b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:+:2798737:2798776:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:-:7586350:7586386:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:47238680:47238749:69b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037296.1:+:3877404:3877453:49b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037288.1:-:9032263:9032294:31b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:9390451:9390525:74b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037288.1:-:1082231:1082270:39b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037285.1:-:36893591:36893621:30b4-2/1	0	0	0	0	0	0	0	0	0
@NW_020168785.1:-:1988:2027:39b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037285.1:-:49401108:49401165:57b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037297.1:-:3452162:3452200:38b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020168057.1:+:10610:10657:47b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:-:10552121:10552162:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037289.1:+:6154796:6154831:35b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037292.1:-:10749712:10749754:42b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167876.1:+:2067:2108:41b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:9490754:9490815:61b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:-:14229866:14229909:43b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:12622113:12622145:32b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037292.1:-:6040393:6040442:49b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:8688143:8688195:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:+:8818667:8818711:44b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037289.1:+:24411453:24411502:49b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037285.1:+:7631175:7631211:36b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037303.1:-:14718391:14718421:30b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037287.1:-:17550625:17550712:87b4-2/1	0	0	0	0	1	0	0	0	1
@NW_020167919.1:-:30488:30591:103b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037300.1:+:1847685:1847727:42b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037285.1:-:38876532:38876584:52b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037295.1:+:2901283:2901320:37b4-2/1	0	0	0	0	1	0	0	1	0
@NC_037296.1:+:753327:753366:39b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037290.1:-:15729884:15729924:40b4-2/1	0	0	0	0	1	0	0	1	1
@NW_020169180.1:-:1885:1923:38b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:20012936:20013006:70b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037285.1:+:14160612:14160644:32b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037298.1:+:11629810:11629847:37b4-2/1	0	0	0	0	0	0	0	0	0
@NC_037292.1:-:8623001:8623032:31b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037290.1:-:14716935:14716976:41b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037303.1:-:6143679:6143731:52b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037300.1:-:1182647:1182713:66b4-2/1	0	0	0	0	1	0	0	1	1
@NC_037302.1:-:13450729:13450782:53b4-2/1	0	0	0	0	1	0	0	0	1
@NC_037295.1:+:10186573:10186623:50b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037293.1:-:12070524:12070568:44b4-2/1	0	0	0	0	1	0	0	0	0
@NC_037294.1:+:7437006:7437039:33b4-2/1	0	0	0	0	1	0	0	0	1
